t;x;y;z;a
1607131929616108;0.19860429;-0.46899325;11.466406;3
1607131932055692;0.11964113;-0.79441714;12.859029;3
1607131934495275;-0.30388847;-2.3521447;12.859029;3
1607131936934858;-0.9523434;-2.0027926;14.517255;3
1607131939374442;-1.0576276;-0.5407779;15.163317;3
1607131941814025;-1.9453648;0.8853444;17.312073;3
1607131944253608;-1.4763715;3.0652058;17.627924;3
1607131946693192;-2.1080768;2.737389;17.752352;3
1607131949132723;-1.1916257;3.991228;15.694524;3
1607131951572306;-1.4452649;2.766103;14.122439;3
1607131954011890;-0.20338993;4.4195433;11.88515;3
1607131956451473;-0.41874397;3.1226335;10.018748;3
1607131958891056;0.7609176;4.922036;7.8604226;3
1607131961330640;0.40917268;3.7423747;5.9413786;3
1607131963770223;1.2155539;5.7858453;4.536792;3
1607131966209754;0.4881358;4.290331;2.9216363;3
1607131968649338;0.77766734;5.4173503;1.605584;3
1607131971088921;-0.2009971;2.9072795;0.57188463;3
1607131973528504;-0.18664017;3.266203;0.8446664;3
1607131975968088;-1.3256238;0.79441714;1.3950156;3
1607131978407671;-1.3543376;1.4500505;2.5674987;3
1607131980847254;-2.4263222;-0.75613195;3.4504502;3
1607131983286838;-2.3569303;0.021535404;5.6877394;3
1607131985726369;-3.2063823;-2.2037897;8.365308;3
1607131988165952;-2.9048867;-1.0480564;11.904293;3
1607131990605536;-3.8644085;-2.1272194;14.610575;3
1607131993045119;-3.3906298;0.15314065;17.261822;3
1607131995484702;-4.197011;-0.4977071;19.00619;3
1607131997924286;-3.5126636;1.68694;20.76013;3
1607132000363869;-4.091727;0.31106696;21.382263;3
1607132002803452;-3.089134;1.9190438;21.020947;3
1607132005242983;-3.3690944;0.29671;19.508682;3
1607132007682567;-1.8687944;1.7419748;17.312073;3
1607132010122150;-1.9716859;-0.03589234;14.782858;3
1607132012561733;-0.11006984;1.3256238;12.236895;3
1607132015001317;-0.17228323;0.23449662;10.07139;3
1607132017440900;1.5864414;2.9120653;8.599805;3
1607132019880483;1.3639089;3.1657043;7.989635;3
1607132022320067;2.6368906;5.8217373;6.7118673;3
1607132024759598;2.1631117;4.304688;4.706682;3
1607132027199181;2.6775684;4.618148;2.3545375;3
1607132029638765;1.8975084;1.4380864;0.9906286;3
1607132032078348;1.6199409;1.4811572;0.9068798;3
1607132034517931;0.63888365;-0.021535404;1.1365907;3
1607132036957515;-0.26799613;1.5529419;2.9240294;3
1607132039397098;-0.94277215;2.37368;4.1036906;3
1607132041836629;-2.0291135;2.9312077;7.0061846;3
1607132044276213;-2.053042;3.5174494;8.181061;3
1607132046715796;-2.7756743;1.4141582;9.956535;3
1607132049155379;-2.4598217;1.9262222;10.325029;3
1607132051594963;-2.400001;0.27996024;11.397015;3
1607132054034546;-2.2827528;1.5433706;13.1078825;3
1607132056474129;-1.5984055;2.1798615;13.574483;3
1607132058913713;-1.4620147;2.3258235;15.086747;3
1607132061353244;-0.9738788;4.206582;14.452649;3
1607132063792827;-0.4354937;2.8307092;14.608182;3
1607132066232411;-0.68195444;2.9216363;13.263416;3
1607132068671994;-0.06699903;2.120041;10.748559;3
1607132071111577;0.11006984;0.73459655;10.176675;3
1607132073551161;-0.45224348;2.5268207;8.035098;3
1607132075990744;0.75613195;2.5722845;8.398808;3
1607132078430275;0.02632105;3.7088752;8.482556;3
1607132080869858;0.20338993;5.383851;6.867401;3
1607132083309442;1.0600204;3.871587;6.6735826;3
1607132085749025;-0.22971097;3.4408789;4.871787;3
1607132088188608;0.57188463;3.0867412;4.347759;3
1607132090628192;0.5288138;1.0887343;5.3647084;3
1607132093067775;-1.2179468;1.402194;4.981857;3
1607132095507358;-0.2727818;1.9238294;6.2644095;3
1607132097946890;-1.1820544;1.1126626;7.728817;3
1607132100386473;-2.754139;2.115255;8.525627;3
1607132102826056;-1.835295;2.6919255;10.425529;3
1607132105265640;-2.3856442;1.3184453;11.935399;3
1607132107705223;-3.5150564;0.93320084;12.318251;3
1607132110144806;-2.455036;0.6723832;12.827922;3
1607132112584390;-2.0338993;-0.9762716;13.390236;3
1607132115023973;-2.766103;-1.2610176;13.383057;3
1607132117463556;-1.8735801;-0.18903299;13.603197;3
1607132119903088;-0.78723866;-0.78723866;14.13201;3
1607132122342671;-1.3615161;-1.579263;13.60559;3
1607132124782254;-1.18684;-0.6269195;12.497713;3
1607132127221838;0.16031912;0.55513483;12.459428;3
1607132129661421;0.078963146;1.3375878;12.787244;3
1607132132101004;-0.3900301;3.2327034;12.459428;3
1607132134540588;0.7298109;4.814359;11.322837;3
1607132136980119;1.8951155;3.8141594;9.265009;3
1607132139419702;1.6893328;2.1104696;6.769295;3
1607132141859286;2.1343977;1.9166509;5.180461;3
1607132144298869;3.6107693;1.8592232;4.2927237;3
1607132146738452;3.9888353;0.5383851;3.3020952;3
1607132149178036;3.2638102;-0.7920243;2.5555346;3
1607132151617619;3.0197423;-0.971486;2.644069;3
1607132154057202;3.249453;-0.9810573;3.8404803;3
1607132156496733;2.6943183;-1.2011969;5.828916;3
1607132158936317;1.1365907;-0.7968099;7.353144;3
1607132161375900;0.18903299;0.059820566;8.384451;3
1607132163815483;0.37328035;-0.28953153;9.870394;3
1607132166255067;0.016749758;-1.9764715;11.464013;3
1607132168694650;-0.91166544;-3.2614172;13.217953;3
1607132171134233;-1.2083755;-3.0245278;14.718252;3
1607132173573817;-0.6963114;-2.268396;15.519848;3
1607132176013348;0.059820566;-2.5746772;16.287943;3
1607132178452931;0.11724831;-3.237489;16.826328;3
1607132180892515;0.038285162;-2.8666015;16.81915;3
1607132183332098;0.61016977;-1.4644074;16.314264;3
1607132185771681;1.5361922;-0.4331009;15.450456;3
1607132188211265;2.201397;-0.6125626;14.344972;3
1607132190650848;2.3377876;-1.18684;12.579068;3
1607132193090431;2.603391;-0.782453;10.466207;3
1607132195529963;3.5964124;0.30867413;8.69791;3
1607132197969546;4.816752;0.7178468;7.0803623;3
1607132200409129;5.6733823;-0.29910284;5.572884;3
1607132202848713;5.8360944;-2.07697;4.1850467;3
1607132205288296;5.871987;-3.2638102;3.2135608;3
1607132207727879;6.0083776;-3.2566316;2.8474588;3
1607132210167463;6.101698;-2.5148566;3.5270207;3
1607132212606994;5.8073807;-1.4596218;5.4676;3
1607132215046577;4.833502;-0.51445687;7.7503524;3
1607132217486161;3.6777685;0.023928227;9.253045;3
1607132219925744;3.0652058;0.13878371;9.930214;3
1607132222365327;2.9359934;-0.22971097;10.246066;3
1607132224804911;2.9599216;-0.91884387;10.856236;3
1607132227244494;2.9359934;-1.7826529;11.760723;3
1607132229684077;2.6129622;-2.3856442;12.547962;3
1607132232123608;2.5220351;-2.3569303;13.234702;3
1607132234563192;2.6632116;-2.1224337;13.433307;3
1607132237002775;2.9240294;-2.2181466;13.045669;3
1607132239442358;3.2087753;-2.8187451;12.480963;3
1607132241881942;3.1441689;-3.4648073;11.777473;3
1607132244321525;2.7158537;-3.3212378;11.358729;3
1607132246761108;2.3401806;-1.9046868;11.444871;3
1607132249200692;2.292324;0.04546363;11.550155;3
1607132251640275;2.6991038;1.3112668;11.133803;3
1607132254079806;3.3499517;1.3136597;10.085748;3
1607132256519390;4.1754756;0.57427746;8.91805;3
1607132258958973;4.7856455;0.27038896;7.881958;3
1607132261398556;5.1469617;0.8207382;7.152147;3
1607132263838140;5.3216376;1.6582261;6.664011;3
1607132266277723;5.477171;2.0075781;6.35773;3
1607132268717306;5.8480587;1.2586247;6.192625;3
1607132271156838;6.111269;-0.30149564;5.692525;3
